2,2025-01-25 08:02:23.218,2025-01-14 11:05:00,https://i.ibb.co/4mV8JPr/frutos-rudgea-longiflora.jpg,Rudgea longiflora,rudgea-longiflora,Espécie encontrada em matas ciliares,t,1
3,2025-01-25 08:03:33.201,2025-01-14 11:05:00,https://i.ibb.co/X2dKKPY/ramos-rudgea-longiflora.jpg,Rudgea nova,rudgea-nova,Espécie de mata,t,1
